County,County code,Region,Region+,Date,County population
Söderköping,582,Östergötlands län,South,1/1/2018,14618
Söderköping,582,Östergötlands län,South,1/1/2019,14626
Söderköping,582,Östergötlands län,South,1/1/2020,14616
Söderköping,582,Östergötlands län,South,1/1/2021,14673
Motala,583,Östergötlands län,South,1/1/2013,42187
Motala,583,Östergötlands län,South,1/1/2014,42556
Motala,583,Östergötlands län,South,1/1/2015,42903
Motala,583,Östergötlands län,South,1/1/2016,43258
Motala,583,Östergötlands län,South,1/1/2017,43549
Motala,583,Östergötlands län,South,1/1/2018,43687
Motala,583,Östergötlands län,South,1/1/2019,43673
Motala,583,Östergötlands län,South,1/1/2020,43640
Motala,583,Östergötlands län,South,1/1/2021,43674
Vadstena,584,Östergötlands län,South,1/1/2013,7383
Vadstena,584,Östergötlands län,South,1/1/2014,7393
Vadstena,584,Östergötlands län,South,1/1/2015,7407
Vadstena,584,Östergötlands län,South,1/1/2016,7348
Vadstena,584,Östergötlands län,South,1/1/2017,7421
Vadstena,584,Östergötlands län,South,1/1/2018,7514
Vadstena,584,Östergötlands län,South,1/1/2019,7428
Vadstena,584,Östergötlands län,South,1/1/2020,7423
Vadstena,584,Östergötlands län,South,1/1/2021,7528
Mjölby,586,Östergötlands län,South,1/1/2013,26313
Mjölby,586,Östergötlands län,South,1/1/2014,26428
Mjölby,586,Östergötlands län,South,1/1/2015,26602
Mjölby,586,Östergötlands län,South,1/1/2016,26708
Mjölby,586,Östergötlands län,South,1/1/2017,27019
Mjölby,586,Östergötlands län,South,1/1/2018,27373
Mjölby,586,Östergötlands län,South,1/1/2019,27758
Mjölby,586,Östergötlands län,South,1/1/2020,27960
Mjölby,586,Östergötlands län,South,1/1/2021,28269
Aneby,604,Jönköpings län,South,1/1/2013,6375
Aneby,604,Jönköpings län,South,1/1/2014,6426
Aneby,604,Jönköpings län,South,1/1/2015,6537
Aneby,604,Jönköpings län,South,1/1/2016,6603
Aneby,604,Jönköpings län,South,1/1/2017,6776
Aneby,604,Jönköpings län,South,1/1/2018,6832
Aneby,604,Jönköpings län,South,1/1/2019,6848
Aneby,604,Jönköpings län,South,1/1/2020,6821
Aneby,604,Jönköpings län,South,1/1/2021,6892
Gnosjö,617,Jönköpings län,South,1/1/2013,9406
Gnosjö,617,Jönköpings län,South,1/1/2014,9509
Gnosjö,617,Jönköpings län,South,1/1/2015,9514
Gnosjö,617,Jönköpings län,South,1/1/2016,9615
Gnosjö,617,Jönköpings län,South,1/1/2017,9733
Gnosjö,617,Jönköpings län,South,1/1/2018,9776
Gnosjö,617,Jönköpings län,South,1/1/2019,9712
Gnosjö,617,Jönköpings län,South,1/1/2020,9614
Gnosjö,617,Jönköpings län,South,1/1/2021,9570
Mullsjö,642,Jönköpings län,South,1/1/2013,7039
Mullsjö,642,Jönköpings län,South,1/1/2014,7109
Mullsjö,642,Jönköpings län,South,1/1/2015,7157
Mullsjö,642,Jönköpings län,South,1/1/2016,7226
Mullsjö,642,Jönköpings län,South,1/1/2017,7328
Mullsjö,642,Jönköpings län,South,1/1/2018,7324
Mullsjö,642,Jönköpings län,South,1/1/2019,7290
Mullsjö,642,Jönköpings län,South,1/1/2020,7385
Mullsjö,642,Jönköpings län,South,1/1/2021,7430
Habo,643,Jönköpings län,South,1/1/2013,10975
Habo,643,Jönköpings län,South,1/1/2014,11110
Habo,643,Jönköpings län,South,1/1/2015,11314
Habo,643,Jönköpings län,South,1/1/2016,11586
Habo,643,Jönköpings län,South,1/1/2017,11845
Habo,643,Jönköpings län,South,1/1/2018,12140
Habo,643,Jönköpings län,South,1/1/2019,12433
Habo,643,Jönköpings län,South,1/1/2020,12589
Habo,643,Jönköpings län,South,1/1/2021,12810
Gislaved,662,Jönköpings län,South,1/1/2013,28713
Gislaved,662,Jönköpings län,South,1/1/2014,28737
Gislaved,662,Jönköpings län,South,1/1/2015,29272
Gislaved,662,Jönköpings län,South,1/1/2016,29478
Gislaved,662,Jönköpings län,South,1/1/2017,29629
Gislaved,662,Jönköpings län,South,1/1/2018,29857
Gislaved,662,Jönköpings län,South,1/1/2019,29963
Gislaved,662,Jönköpings län,South,1/1/2020,29635
Gislaved,662,Jönköpings län,South,1/1/2021,29556
Vaggeryd,665,Jönköpings län,South,1/1/2013,13209
Vaggeryd,665,Jönköpings län,South,1/1/2014,13229
Vaggeryd,665,Jönköpings län,South,1/1/2015,13372
Vaggeryd,665,Jönköpings län,South,1/1/2016,13644
Vaggeryd,665,Jönköpings län,South,1/1/2017,13840
Vaggeryd,665,Jönköpings län,South,1/1/2018,13980
Vaggeryd,665,Jönköpings län,South,1/1/2019,14275
Vaggeryd,665,Jönköpings län,South,1/1/2020,14532
Vaggeryd,665,Jönköpings län,South,1/1/2021,14746
Jönköping,680,Jönköpings län,South,1/1/2013,130798
Jönköping,680,Jönköpings län,South,1/1/2014,132140
Jönköping,680,Jönköpings län,South,1/1/2015,133310
Jönköping,680,Jönköpings län,South,1/1/2016,135297
Jönköping,680,Jönköpings län,South,1/1/2017,137481
Jönköping,680,Jönköpings län,South,1/1/2018,139222
Jönköping,680,Jönköpings län,South,1/1/2019,141081
Jönköping,680,Jönköpings län,South,1/1/2020,142427
Jönköping,680,Jönköpings län,South,1/1/2021,143579
Nässjö,682,Jönköpings län,South,1/1/2013,29516
Nässjö,682,Jönköpings län,South,1/1/2014,29907
Nässjö,682,Jönköpings län,South,1/1/2015,30451
Nässjö,682,Jönköpings län,South,1/1/2016,30820
Nässjö,682,Jönköpings län,South,1/1/2017,31178
Nässjö,682,Jönköpings län,South,1/1/2018,31477
Nässjö,682,Jönköpings län,South,1/1/2019,31538
Nässjö,682,Jönköpings län,South,1/1/2020,31563
Nässjö,682,Jönköpings län,South,1/1/2021,31782
Värnamo,683,Jönköpings län,South,1/1/2013,33155
Värnamo,683,Jönköpings län,South,1/1/2014,33334
Värnamo,683,Jönköpings län,South,1/1/2015,33473
Värnamo,683,Jönköpings län,South,1/1/2016,33906
Värnamo,683,Jönköpings län,South,1/1/2017,34206
Värnamo,683,Jönköpings län,South,1/1/2018,34428
Värnamo,683,Jönköpings län,South,1/1/2019,34560
Värnamo,683,Jönköpings län,South,1/1/2020,34530
Värnamo,683,Jönköpings län,South,1/1/2021,34661
Sävsjö,684,Jönköpings län,South,1/1/2013,10969
Sävsjö,684,Jönköpings län,South,1/1/2014,11100
Sävsjö,684,Jönköpings län,South,1/1/2015,11228
Sävsjö,684,Jönköpings län,South,1/1/2016,11396
Sävsjö,684,Jönköpings län,South,1/1/2017,11496
Sävsjö,684,Jönköpings län,South,1/1/2018,11631
Sävsjö,684,Jönköpings län,South,1/1/2019,11677
Sävsjö,684,Jönköpings län,South,1/1/2020,11721
Sävsjö,684,Jönköpings län,South,1/1/2021,11709
Vetlanda,685,Jönköpings län,South,1/1/2013,26419
Vetlanda,685,Jönköpings län,South,1/1/2014,26647
Vetlanda,685,Jönköpings län,South,1/1/2015,26873
Vetlanda,685,Jönköpings län,South,1/1/2016,27241
Vetlanda,685,Jönköpings län,South,1/1/2017,27415
Vetlanda,685,Jönköpings län,South,1/1/2018,27504
Vetlanda,685,Jönköpings län,South,1/1/2019,27466
Vetlanda,685,Jönköpings län,South,1/1/2020,27502
Vetlanda,685,Jönköpings län,South,1/1/2021,27621
Eksjö,686,Jönköpings län,South,1/1/2013,16464
Eksjö,686,Jönköpings län,South,1/1/2014,16598
Eksjö,686,Jönköpings län,South,1/1/2015,16790
Eksjö,686,Jönköpings län,South,1/1/2016,17129
Eksjö,686,Jönköpings län,South,1/1/2017,17416
Eksjö,686,Jönköpings län,South,1/1/2018,17667
Eksjö,686,Jönköpings län,South,1/1/2019,17753
Eksjö,686,Jönköpings län,South,1/1/2020,17788
Eksjö,686,Jönköpings län,South,1/1/2021,17834
Tranås,687,Jönköpings län,South,1/1/2013,18197
Tranås,687,Jönköpings län,South,1/1/2014,18416
Tranås,687,Jönköpings län,South,1/1/2015,18546
Tranås,687,Jönköpings län,South,1/1/2016,18794
Tranås,687,Jönköpings län,South,1/1/2017,18894
Tranås,687,Jönköpings län,South,1/1/2018,18987
Tranås,687,Jönköpings län,South,1/1/2019,19003
Tranås,687,Jönköpings län,South,1/1/2020,18903
Tranås,687,Jönköpings län,South,1/1/2021,18874
Uppvidinge,760,Kronobergs län,South,1/1/2013,9288
Uppvidinge,760,Kronobergs län,South,1/1/2014,9222
Uppvidinge,760,Kronobergs län,South,1/1/2015,9319
Uppvidinge,760,Kronobergs län,South,1/1/2016,9508
Uppvidinge,760,Kronobergs län,South,1/1/2017,9561
Uppvidinge,760,Kronobergs län,South,1/1/2018,9581
Uppvidinge,760,Kronobergs län,South,1/1/2019,9588
Uppvidinge,760,Kronobergs län,South,1/1/2020,9498
Uppvidinge,760,Kronobergs län,South,1/1/2021,9449
Lessebo,761,Kronobergs län,South,1/1/2013,8059
Lessebo,761,Kronobergs län,South,1/1/2014,8256
Lessebo,761,Kronobergs län,South,1/1/2015,8516
Lessebo,761,Kronobergs län,South,1/1/2016,8760
Lessebo,761,Kronobergs län,South,1/1/2017,8806
Lessebo,761,Kronobergs län,South,1/1/2018,8780
Lessebo,761,Kronobergs län,South,1/1/2019,8733
Lessebo,761,Kronobergs län,South,1/1/2020,8655
Lessebo,761,Kronobergs län,South,1/1/2021,8574
Tingsryd,763,Kronobergs län,South,1/1/2013,12156
Tingsryd,763,Kronobergs län,South,1/1/2014,12198
Tingsryd,763,Kronobergs län,South,1/1/2015,12260
Tingsryd,763,Kronobergs län,South,1/1/2016,12393
Tingsryd,763,Kronobergs län,South,1/1/2017,12451
Tingsryd,763,Kronobergs län,South,1/1/2018,12407
Tingsryd,763,Kronobergs län,South,1/1/2019,12393
Tingsryd,763,Kronobergs län,South,1/1/2020,12369
Tingsryd,763,Kronobergs län,South,1/1/2021,12319
Alvesta,764,Kronobergs län,South,1/1/2013,19280
Alvesta,764,Kronobergs län,South,1/1/2014,19503
Alvesta,764,Kronobergs län,South,1/1/2015,19581
Alvesta,764,Kronobergs län,South,1/1/2016,19850
Alvesta,764,Kronobergs län,South,1/1/2017,20026
Alvesta,764,Kronobergs län,South,1/1/2018,20150
Alvesta,764,Kronobergs län,South,1/1/2019,20134
Alvesta,764,Kronobergs län,South,1/1/2020,20224
Alvesta,764,Kronobergs län,South,1/1/2021,20287
Älmhult,765,Kronobergs län,South,1/1/2013,15759
Älmhult,765,Kronobergs län,South,1/1/2014,15908
Älmhult,765,Kronobergs län,South,1/1/2015,16168
Älmhult,765,Kronobergs län,South,1/1/2016,16618
Älmhult,765,Kronobergs län,South,1/1/2017,17148
Älmhult,765,Kronobergs län,South,1/1/2018,17568
Älmhult,765,Kronobergs län,South,1/1/2019,17651
Älmhult,765,Kronobergs län,South,1/1/2020,17884
Älmhult,765,Kronobergs län,South,1/1/2021,17963
Markaryd,767,Kronobergs län,South,1/1/2013,9515
Markaryd,767,Kronobergs län,South,1/1/2014,9549
Markaryd,767,Kronobergs län,South,1/1/2015,9779
Markaryd,767,Kronobergs län,South,1/1/2016,9991
Markaryd,767,Kronobergs län,South,1/1/2017,10170
Markaryd,767,Kronobergs län,South,1/1/2018,10260
Markaryd,767,Kronobergs län,South,1/1/2019,10320
Markaryd,767,Kronobergs län,South,1/1/2020,10373
Markaryd,767,Kronobergs län,South,1/1/2021,10320
Växjö,780,Kronobergs län,South,1/1/2013,85822
Växjö,780,Kronobergs län,South,1/1/2014,86970
Växjö,780,Kronobergs län,South,1/1/2015,88108
Växjö,780,Kronobergs län,South,1/1/2016,89500
Växjö,780,Kronobergs län,South,1/1/2017,91060
Växjö,780,Kronobergs län,South,1/1/2018,92567
Växjö,780,Kronobergs län,South,1/1/2019,94129
Växjö,780,Kronobergs län,South,1/1/2020,94859
Växjö,780,Kronobergs län,South,1/1/2021,95995
Ljungby,781,Kronobergs län,South,1/1/2013,27277
Ljungby,781,Kronobergs län,South,1/1/2014,27522
Ljungby,781,Kronobergs län,South,1/1/2015,27638
Ljungby,781,Kronobergs län,South,1/1/2016,28008
Ljungby,781,Kronobergs län,South,1/1/2017,28297
Ljungby,781,Kronobergs län,South,1/1/2018,28573
Ljungby,781,Kronobergs län,South,1/1/2019,28521
Ljungby,781,Kronobergs län,South,1/1/2020,28401
Ljungby,781,Kronobergs län,South,1/1/2021,28433
Högsby,821,Kalmar län,South,1/1/2013,5718
Högsby,821,Kalmar län,South,1/1/2014,5782
Högsby,821,Kalmar län,South,1/1/2015,5857
Högsby,821,Kalmar län,South,1/1/2016,6080
Högsby,821,Kalmar län,South,1/1/2017,6087
Högsby,821,Kalmar län,South,1/1/2018,6094
Högsby,821,Kalmar län,South,1/1/2019,5921
Högsby,821,Kalmar län,South,1/1/2020,5731
Högsby,821,Kalmar län,South,1/1/2021,5645
Torsås,834,Kalmar län,South,1/1/2013,6879
Torsås,834,Kalmar län,South,1/1/2014,6925
Torsås,834,Kalmar län,South,1/1/2015,6943
Torsås,834,Kalmar län,South,1/1/2016,7063
Torsås,834,Kalmar län,South,1/1/2017,7083
Torsås,834,Kalmar län,South,1/1/2018,7098
Torsås,834,Kalmar län,South,1/1/2019,7125
Torsås,834,Kalmar län,South,1/1/2020,7149
Torsås,834,Kalmar län,South,1/1/2021,7113
Mörbylånga,840,Kalmar län,South,1/1/2013,14368
Mörbylånga,840,Kalmar län,South,1/1/2014,14498
Mörbylånga,840,Kalmar län,South,1/1/2015,14669
Mörbylånga,840,Kalmar län,South,1/1/2016,14916
Mörbylånga,840,Kalmar län,South,1/1/2017,15000
Mörbylånga,840,Kalmar län,South,1/1/2018,15048
Mörbylånga,840,Kalmar län,South,1/1/2019,15249
Mörbylånga,840,Kalmar län,South,1/1/2020,15487
Mörbylånga,840,Kalmar län,South,1/1/2021,15722
Hultsfred,860,Kalmar län,South,1/1/2013,13635
Hultsfred,860,Kalmar län,South,1/1/2014,13738
Hultsfred,860,Kalmar län,South,1/1/2015,13919
Hultsfred,860,Kalmar län,South,1/1/2016,14607
Hultsfred,860,Kalmar län,South,1/1/2017,14579
Hultsfred,860,Kalmar län,South,1/1/2018,14360
Hultsfred,860,Kalmar län,South,1/1/2019,14224
Hultsfred,860,Kalmar län,South,1/1/2020,14107
Hultsfred,860,Kalmar län,South,1/1/2021,14056
Mönsterås,861,Kalmar län,South,1/1/2013,12949
Mönsterås,861,Kalmar län,South,1/1/2014,13057
Mönsterås,861,Kalmar län,South,1/1/2015,13144
Mönsterås,861,Kalmar län,South,1/1/2016,13395
Mönsterås,861,Kalmar län,South,1/1/2017,13498
Mönsterås,861,Kalmar län,South,1/1/2018,13565
Mönsterås,861,Kalmar län,South,1/1/2019,13430
Mönsterås,861,Kalmar län,South,1/1/2020,13264
Mönsterås,861,Kalmar län,South,1/1/2021,13258
Emmaboda,862,Kalmar län,South,1/1/2013,8964
Emmaboda,862,Kalmar län,South,1/1/2014,9009
Emmaboda,862,Kalmar län,South,1/1/2015,9090
Emmaboda,862,Kalmar län,South,1/1/2016,9348
Emmaboda,862,Kalmar län,South,1/1/2017,9368
Emmaboda,862,Kalmar län,South,1/1/2018,9400
Emmaboda,862,Kalmar län,South,1/1/2019,9445
Emmaboda,862,Kalmar län,South,1/1/2020,9360
Emmaboda,862,Kalmar län,South,1/1/2021,9329
Kalmar,880,Kalmar län,South,1/1/2013,63887
Kalmar,880,Kalmar län,South,1/1/2014,64676
Kalmar,880,Kalmar län,South,1/1/2015,65704
Kalmar,880,Kalmar län,South,1/1/2016,66571
Kalmar,880,Kalmar län,South,1/1/2017,67451
Kalmar,880,Kalmar län,South,1/1/2018,68510
Kalmar,880,Kalmar län,South,1/1/2019,69467
Kalmar,880,Kalmar län,South,1/1/2020,70329
Kalmar,880,Kalmar län,South,1/1/2021,71328
Nybro,881,Kalmar län,South,1/1/2013,19489
Nybro,881,Kalmar län,South,1/1/2014,19714
Nybro,881,Kalmar län,South,1/1/2015,19754
Nybro,881,Kalmar län,South,1/1/2016,20311
Nybro,881,Kalmar län,South,1/1/2017,20406
Nybro,881,Kalmar län,South,1/1/2018,20350
Nybro,881,Kalmar län,South,1/1/2019,20318
Nybro,881,Kalmar län,South,1/1/2020,20273
Nybro,881,Kalmar län,South,1/1/2021,20284
Oskarshamn,882,Kalmar län,South,1/1/2013,26212
Oskarshamn,882,Kalmar län,South,1/1/2014,26301
Oskarshamn,882,Kalmar län,South,1/1/2015,26450
Oskarshamn,882,Kalmar län,South,1/1/2016,27006
Oskarshamn,882,Kalmar län,South,1/1/2017,26928
Oskarshamn,882,Kalmar län,South,1/1/2018,26928
Oskarshamn,882,Kalmar län,South,1/1/2019,27102
Oskarshamn,882,Kalmar län,South,1/1/2020,27147
Oskarshamn,882,Kalmar län,South,1/1/2021,27220
Västervik,883,Kalmar län,South,1/1/2013,35867
Västervik,883,Kalmar län,South,1/1/2014,35920
Västervik,883,Kalmar län,South,1/1/2015,36049
Västervik,883,Kalmar län,South,1/1/2016,36438
Västervik,883,Kalmar län,South,1/1/2017,36551
Västervik,883,Kalmar län,South,1/1/2018,36680
Västervik,883,Kalmar län,South,1/1/2019,36679
Västervik,883,Kalmar län,South,1/1/2020,36655
Västervik,883,Kalmar län,South,1/1/2021,36747
Vimmerby,884,Kalmar län,South,1/1/2013,15287
Vimmerby,884,Kalmar län,South,1/1/2014,15297
Vimmerby,884,Kalmar län,South,1/1/2015,15419
Vimmerby,884,Kalmar län,South,1/1/2016,15636
Vimmerby,884,Kalmar län,South,1/1/2017,15728
Vimmerby,884,Kalmar län,South,1/1/2018,15764
Vimmerby,884,Kalmar län,South,1/1/2019,15647
Vimmerby,884,Kalmar län,South,1/1/2020,15672
Vimmerby,884,Kalmar län,South,1/1/2021,15578
Borgholm,885,Kalmar län,South,1/1/2013,10619
Borgholm,885,Kalmar län,South,1/1/2014,10681
Borgholm,885,Kalmar län,South,1/1/2015,10681
Borgholm,885,Kalmar län,South,1/1/2016,10930
Borgholm,885,Kalmar län,South,1/1/2017,10857
Borgholm,885,Kalmar län,South,1/1/2018,10873
Borgholm,885,Kalmar län,South,1/1/2019,10839
Borgholm,885,Kalmar län,South,1/1/2020,10836
Borgholm,885,Kalmar län,South,1/1/2021,10895
Gotland,980,Gotlands län,South,1/1/2013,57161
Gotland,980,Gotlands län,South,1/1/2014,57255
Gotland,980,Gotlands län,South,1/1/2015,57391
Gotland,980,Gotlands län,South,1/1/2016,58003
Gotland,980,Gotlands län,South,1/1/2017,58595
Gotland,980,Gotlands län,South,1/1/2018,59249
Gotland,980,Gotlands län,South,1/1/2019,59686
Gotland,980,Gotlands län,South,1/1/2020,60124
Gotland,980,Gotlands län,South,1/1/2021,61001
Olofström,1060,Blekinge län,South,1/1/2013,12902
Olofström,1060,Blekinge län,South,1/1/2014,13031
Olofström,1060,Blekinge län,South,1/1/2015,13170
Olofström,1060,Blekinge län,South,1/1/2016,13417
Olofström,1060,Blekinge län,South,1/1/2017,13482
Olofström,1060,Blekinge län,South,1/1/2018,13516
Olofström,1060,Blekinge län,South,1/1/2019,13426
Olofström,1060,Blekinge län,South,1/1/2020,13311
Olofström,1060,Blekinge län,South,1/1/2021,13263
Karlskrona,1080,Blekinge län,South,1/1/2013,63912
Karlskrona,1080,Blekinge län,South,1/1/2014,64348
Karlskrona,1080,Blekinge län,South,1/1/2015,65380
Karlskrona,1080,Blekinge län,South,1/1/2016,66262
Karlskrona,1080,Blekinge län,South,1/1/2017,66666
Karlskrona,1080,Blekinge län,South,1/1/2018,66675
Karlskrona,1080,Blekinge län,South,1/1/2019,66622
Karlskrona,1080,Blekinge län,South,1/1/2020,66515
Karlskrona,1080,Blekinge län,South,1/1/2021,66708
Ronneby,1081,Blekinge län,South,1/1/2013,27871
Ronneby,1081,Blekinge län,South,1/1/2014,28221
Ronneby,1081,Blekinge län,South,1/1/2015,28697
Ronneby,1081,Blekinge län,South,1/1/2016,29207
Ronneby,1081,Blekinge län,South,1/1/2017,29568
Ronneby,1081,Blekinge län,South,1/1/2018,29695
Ronneby,1081,Blekinge län,South,1/1/2019,29633
Ronneby,1081,Blekinge län,South,1/1/2020,29372
Ronneby,1081,Blekinge län,South,1/1/2021,29200
Karlshamn,1082,Blekinge län,South,1/1/2013,31272
Karlshamn,1082,Blekinge län,South,1/1/2014,31598
Karlshamn,1082,Blekinge län,South,1/1/2015,31846
Karlshamn,1082,Blekinge län,South,1/1/2016,32130
Karlshamn,1082,Blekinge län,South,1/1/2017,32200
Karlshamn,1082,Blekinge län,South,1/1/2018,32330
Karlshamn,1082,Blekinge län,South,1/1/2019,32473
Karlshamn,1082,Blekinge län,South,1/1/2020,32402
Karlshamn,1082,Blekinge län,South,1/1/2021,32226
Sölvesborg,1083,Blekinge län,South,1/1/2013,16800
Sölvesborg,1083,Blekinge län,South,1/1/2014,16959
Sölvesborg,1083,Blekinge län,South,1/1/2015,17160
Sölvesborg,1083,Blekinge län,South,1/1/2016,17437
Sölvesborg,1083,Blekinge län,South,1/1/2017,17455
Sölvesborg,1083,Blekinge län,South,1/1/2018,17468
Sölvesborg,1083,Blekinge län,South,1/1/2019,17452
Sölvesborg,1083,Blekinge län,South,1/1/2020,17456
Sölvesborg,1083,Blekinge län,South,1/1/2021,17540
Svalöv,1214,Skåne län,South,1/1/2013,13332
Svalöv,1214,Skåne län,South,1/1/2014,13460
Svalöv,1214,Skåne län,South,1/1/2015,13655
Svalöv,1214,Skåne län,South,1/1/2016,13919
Svalöv,1214,Skåne län,South,1/1/2017,14025
Svalöv,1214,Skåne län,South,1/1/2018,14123
Svalöv,1214,Skåne län,South,1/1/2019,14268
Svalöv,1214,Skåne län,South,1/1/2020,14276
Svalöv,1214,Skåne län,South,1/1/2021,14412
Staffanstorp,1230,Skåne län,Larger cities,1/1/2013,22672
Staffanstorp,1230,Skåne län,Larger cities,1/1/2014,22994
Staffanstorp,1230,Skåne län,Larger cities,1/1/2015,23119
Staffanstorp,1230,Skåne län,Larger cities,1/1/2016,23600
Staffanstorp,1230,Skåne län,Larger cities,1/1/2017,24167
Staffanstorp,1230,Skåne län,Larger cities,1/1/2018,24724
Staffanstorp,1230,Skåne län,Larger cities,1/1/2019,25396
Staffanstorp,1230,Skåne län,Larger cities,1/1/2020,25883
Staffanstorp,1230,Skåne län,Larger cities,1/1/2021,26242
Burlöv,1231,Skåne län,Larger cities,1/1/2013,17114
Burlöv,1231,Skåne län,Larger cities,1/1/2014,17211
Burlöv,1231,Skåne län,Larger cities,1/1/2015,17430
Burlöv,1231,Skåne län,Larger cities,1/1/2016,17646
Burlöv,1231,Skåne län,Larger cities,1/1/2017,18073
Burlöv,1231,Skåne län,Larger cities,1/1/2018,18360
Burlöv,1231,Skåne län,Larger cities,1/1/2019,19112
Burlöv,1231,Skåne län,Larger cities,1/1/2020,19312
Burlöv,1231,Skåne län,Larger cities,1/1/2021,19753
Vellinge,1233,Skåne län,Larger cities,1/1/2013,33807
Vellinge,1233,Skåne län,Larger cities,1/1/2014,34110
Vellinge,1233,Skåne län,Larger cities,1/1/2015,34667
Vellinge,1233,Skåne län,Larger cities,1/1/2016,35257
Vellinge,1233,Skåne län,Larger cities,1/1/2017,35790
Vellinge,1233,Skåne län,Larger cities,1/1/2018,36499
Vellinge,1233,Skåne län,Larger cities,1/1/2019,36628
Vellinge,1233,Skåne län,Larger cities,1/1/2020,36915
Vellinge,1233,Skåne län,Larger cities,1/1/2021,37452
Östra Göinge,1256,Skåne län,South,1/1/2013,13687
Östra Göinge,1256,Skåne län,South,1/1/2014,13864
Östra Göinge,1256,Skåne län,South,1/1/2015,14102
Östra Göinge,1256,Skåne län,South,1/1/2016,14406
Östra Göinge,1256,Skåne län,South,1/1/2017,14715
Östra Göinge,1256,Skåne län,South,1/1/2018,14915
Östra Göinge,1256,Skåne län,South,1/1/2019,15007
Östra Göinge,1256,Skåne län,South,1/1/2020,15017
Östra Göinge,1256,Skåne län,South,1/1/2021,14941
Örkelljunga,1257,Skåne län,South,1/1/2013,9653
Örkelljunga,1257,Skåne län,South,1/1/2014,9733
Örkelljunga,1257,Skåne län,South,1/1/2015,9831
Örkelljunga,1257,Skåne län,South,1/1/2016,9958
Örkelljunga,1257,Skåne län,South,1/1/2017,10047
Örkelljunga,1257,Skåne län,South,1/1/2018,10174
Örkelljunga,1257,Skåne län,South,1/1/2019,10280
Örkelljunga,1257,Skåne län,South,1/1/2020,10451
Örkelljunga,1257,Skåne län,South,1/1/2021,10499
Bjuv,1260,Skåne län,South,1/1/2013,14801
Bjuv,1260,Skåne län,South,1/1/2014,14894
Bjuv,1260,Skåne län,South,1/1/2015,14962
Bjuv,1260,Skåne län,South,1/1/2016,15202
Bjuv,1260,Skåne län,South,1/1/2017,15429
Bjuv,1260,Skåne län,South,1/1/2018,15501
Bjuv,1260,Skåne län,South,1/1/2019,15715
Bjuv,1260,Skåne län,South,1/1/2020,15697
Bjuv,1260,Skåne län,South,1/1/2021,15842
Kävlinge,1261,Skåne län,Larger cities,1/1/2013,29600
Kävlinge,1261,Skåne län,Larger cities,1/1/2014,29808
Kävlinge,1261,Skåne län,Larger cities,1/1/2015,30104
Kävlinge,1261,Skåne län,Larger cities,1/1/2016,30532
Kävlinge,1261,Skåne län,Larger cities,1/1/2017,30959
Kävlinge,1261,Skåne län,Larger cities,1/1/2018,31491
Kävlinge,1261,Skåne län,Larger cities,1/1/2019,31705
Kävlinge,1261,Skåne län,Larger cities,1/1/2020,32020
Kävlinge,1261,Skåne län,Larger cities,1/1/2021,32341
Lomma,1262,Skåne län,Larger cities,1/1/2013,22496
Lomma,1262,Skåne län,Larger cities,1/1/2014,22946
Lomma,1262,Skåne län,Larger cities,1/1/2015,23324
Lomma,1262,Skåne län,Larger cities,1/1/2016,23887
Lomma,1262,Skåne län,Larger cities,1/1/2017,24264
Lomma,1262,Skåne län,Larger cities,1/1/2018,24763
Lomma,1262,Skåne län,Larger cities,1/1/2019,24834
Lomma,1262,Skåne län,Larger cities,1/1/2020,24876
Lomma,1262,Skåne län,Larger cities,1/1/2021,24638
Svedala,1263,Skåne län,Larger cities,1/1/2013,20067
Svedala,1263,Skåne län,Larger cities,1/1/2014,20248
Svedala,1263,Skåne län,Larger cities,1/1/2015,20462
Svedala,1263,Skåne län,Larger cities,1/1/2016,20771
Svedala,1263,Skåne län,Larger cities,1/1/2017,21074
Svedala,1263,Skåne län,Larger cities,1/1/2018,21576
Svedala,1263,Skåne län,Larger cities,1/1/2019,22229
Svedala,1263,Skåne län,Larger cities,1/1/2020,22665
Svedala,1263,Skåne län,Larger cities,1/1/2021,23222
Skurup,1264,Skåne län,Larger cities,1/1/2013,15025
Skurup,1264,Skåne län,Larger cities,1/1/2014,15167
Skurup,1264,Skåne län,Larger cities,1/1/2015,15149
Skurup,1264,Skåne län,Larger cities,1/1/2016,15408
Skurup,1264,Skåne län,Larger cities,1/1/2017,15642
Skurup,1264,Skåne län,Larger cities,1/1/2018,15759
Skurup,1264,Skåne län,Larger cities,1/1/2019,15889
Skurup,1264,Skåne län,Larger cities,1/1/2020,16042
Skurup,1264,Skåne län,Larger cities,1/1/2021,16419
Sjöbo,1265,Skåne län,South,1/1/2013,18401
Sjöbo,1265,Skåne län,South,1/1/2014,18415
Sjöbo,1265,Skåne län,South,1/1/2015,18514
Sjöbo,1265,Skåne län,South,1/1/2016,18742
Sjöbo,1265,Skåne län,South,1/1/2017,19071
Sjöbo,1265,Skåne län,South,1/1/2018,19153
Sjöbo,1265,Skåne län,South,1/1/2019,19226
Sjöbo,1265,Skåne län,South,1/1/2020,19412
Sjöbo,1265,Skåne län,South,1/1/2021,19497
Hörby,1266,Skåne län,South,1/1/2013,14917
Hörby,1266,Skåne län,South,1/1/2014,14927
Hörby,1266,Skåne län,South,1/1/2015,15020
Hörby,1266,Skåne län,South,1/1/2016,15283
