County,County code,Region,Region+,Date,County population
Ånge,2260,Västernorrlands län,North,1/1/2014,9484
Ånge,2260,Västernorrlands län,North,1/1/2015,9493
Ånge,2260,Västernorrlands län,North,1/1/2016,9495
Ånge,2260,Västernorrlands län,North,1/1/2017,9480
Ånge,2260,Västernorrlands län,North,1/1/2018,9411
Ånge,2260,Västernorrlands län,North,1/1/2019,9316
Ånge,2260,Västernorrlands län,North,1/1/2020,9226
Ånge,2260,Västernorrlands län,North,1/1/2021,9233
Timrå,2262,Västernorrlands län,North,1/1/2013,18062
Timrå,2262,Västernorrlands län,North,1/1/2014,18025
Timrå,2262,Västernorrlands län,North,1/1/2015,17987
Timrå,2262,Västernorrlands län,North,1/1/2016,17992
Timrå,2262,Västernorrlands län,North,1/1/2017,18030
Timrå,2262,Västernorrlands län,North,1/1/2018,18060
Timrå,2262,Västernorrlands län,North,1/1/2019,17979
Timrå,2262,Västernorrlands län,North,1/1/2020,17963
Timrå,2262,Västernorrlands län,North,1/1/2021,17923
Härnösand,2280,Västernorrlands län,North,1/1/2013,24509
Härnösand,2280,Västernorrlands län,North,1/1/2014,24755
Härnösand,2280,Västernorrlands län,North,1/1/2015,25066
Härnösand,2280,Västernorrlands län,North,1/1/2016,25269
Härnösand,2280,Västernorrlands län,North,1/1/2017,25190
Härnösand,2280,Västernorrlands län,North,1/1/2018,25120
Härnösand,2280,Västernorrlands län,North,1/1/2019,25183
Härnösand,2280,Västernorrlands län,North,1/1/2020,25114
Härnösand,2280,Västernorrlands län,North,1/1/2021,25012
Sundsvall,2281,Västernorrlands län,North,1/1/2013,96978
Sundsvall,2281,Västernorrlands län,North,1/1/2014,97338
Sundsvall,2281,Västernorrlands län,North,1/1/2015,97633
Sundsvall,2281,Västernorrlands län,North,1/1/2016,98325
Sundsvall,2281,Västernorrlands län,North,1/1/2017,98810
Sundsvall,2281,Västernorrlands län,North,1/1/2018,98850
Sundsvall,2281,Västernorrlands län,North,1/1/2019,99449
Sundsvall,2281,Västernorrlands län,North,1/1/2020,99439
Sundsvall,2281,Västernorrlands län,North,1/1/2021,99383
Kramfors,2282,Västernorrlands län,North,1/1/2013,18450
Kramfors,2282,Västernorrlands län,North,1/1/2014,18435
Kramfors,2282,Västernorrlands län,North,1/1/2015,18359
Kramfors,2282,Västernorrlands län,North,1/1/2016,18681
Kramfors,2282,Västernorrlands län,North,1/1/2017,18610
Kramfors,2282,Västernorrlands län,North,1/1/2018,18423
Kramfors,2282,Västernorrlands län,North,1/1/2019,18282
Kramfors,2282,Västernorrlands län,North,1/1/2020,18133
Kramfors,2282,Västernorrlands län,North,1/1/2021,18005
Sollefteå,2283,Västernorrlands län,North,1/1/2013,19623
Sollefteå,2283,Västernorrlands län,North,1/1/2014,19776
Sollefteå,2283,Västernorrlands län,North,1/1/2015,19783
Sollefteå,2283,Västernorrlands län,North,1/1/2016,19846
Sollefteå,2283,Västernorrlands län,North,1/1/2017,19709
Sollefteå,2283,Västernorrlands län,North,1/1/2018,19500
Sollefteå,2283,Västernorrlands län,North,1/1/2019,19140
Sollefteå,2283,Västernorrlands län,North,1/1/2020,18872
Sollefteå,2283,Västernorrlands län,North,1/1/2021,18814
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2013,54986
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2014,55248
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2015,55576
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2016,55964
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2017,56139
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2018,56089
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2019,55998
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2020,55807
Örnsköldsvik,2284,Västernorrlands län,North,1/1/2021,55823
Ragunda,2303,Jämtlands län,North,1/1/2013,5458
Ragunda,2303,Jämtlands län,North,1/1/2014,5440
Ragunda,2303,Jämtlands län,North,1/1/2015,5387
Ragunda,2303,Jämtlands län,North,1/1/2016,5415
Ragunda,2303,Jämtlands län,North,1/1/2017,5444
Ragunda,2303,Jämtlands län,North,1/1/2018,5343
Ragunda,2303,Jämtlands län,North,1/1/2019,5284
Ragunda,2303,Jämtlands län,North,1/1/2020,5208
Ragunda,2303,Jämtlands län,North,1/1/2021,5210
Bräcke,2305,Jämtlands län,North,1/1/2013,6559
Bräcke,2305,Jämtlands län,North,1/1/2014,6463
Bräcke,2305,Jämtlands län,North,1/1/2015,6455
Bräcke,2305,Jämtlands län,North,1/1/2016,6492
Bräcke,2305,Jämtlands län,North,1/1/2017,6501
Bräcke,2305,Jämtlands län,North,1/1/2018,6376
Bräcke,2305,Jämtlands län,North,1/1/2019,6298
Bräcke,2305,Jämtlands län,North,1/1/2020,6181
Bräcke,2305,Jämtlands län,North,1/1/2021,6175
Krokom,2309,Jämtlands län,North,1/1/2013,14643
Krokom,2309,Jämtlands län,North,1/1/2014,14648
Krokom,2309,Jämtlands län,North,1/1/2015,14785
Krokom,2309,Jämtlands län,North,1/1/2016,14843
Krokom,2309,Jämtlands län,North,1/1/2017,14925
Krokom,2309,Jämtlands län,North,1/1/2018,14858
Krokom,2309,Jämtlands län,North,1/1/2019,14966
Krokom,2309,Jämtlands län,North,1/1/2020,15054
Krokom,2309,Jämtlands län,North,1/1/2021,15352
Strömsund,2313,Jämtlands län,North,1/1/2013,11984
Strömsund,2313,Jämtlands län,North,1/1/2014,11873
Strömsund,2313,Jämtlands län,North,1/1/2015,11712
Strömsund,2313,Jämtlands län,North,1/1/2016,11809
Strömsund,2313,Jämtlands län,North,1/1/2017,11791
Strömsund,2313,Jämtlands län,North,1/1/2018,11703
Strömsund,2313,Jämtlands län,North,1/1/2019,11605
Strömsund,2313,Jämtlands län,North,1/1/2020,11488
Strömsund,2313,Jämtlands län,North,1/1/2021,11473
Åre,2321,Jämtlands län,North,1/1/2013,10420
Åre,2321,Jämtlands län,North,1/1/2014,10555
Åre,2321,Jämtlands län,North,1/1/2015,10677
Åre,2321,Jämtlands län,North,1/1/2016,11088
Åre,2321,Jämtlands län,North,1/1/2017,11268
Åre,2321,Jämtlands län,North,1/1/2018,11529
Åre,2321,Jämtlands län,North,1/1/2019,11727
Åre,2321,Jämtlands län,North,1/1/2020,12049
Åre,2321,Jämtlands län,North,1/1/2021,12271
Berg,2326,Jämtlands län,North,1/1/2013,7160
Berg,2326,Jämtlands län,North,1/1/2014,7067
Berg,2326,Jämtlands län,North,1/1/2015,7032
Berg,2326,Jämtlands län,North,1/1/2016,7081
Berg,2326,Jämtlands län,North,1/1/2017,7122
Berg,2326,Jämtlands län,North,1/1/2018,7097
Berg,2326,Jämtlands län,North,1/1/2019,7061
Berg,2326,Jämtlands län,North,1/1/2020,7120
Berg,2326,Jämtlands län,North,1/1/2021,7135
Härjedalen,2361,Jämtlands län,North,1/1/2013,10281
Härjedalen,2361,Jämtlands län,North,1/1/2014,10224
Härjedalen,2361,Jämtlands län,North,1/1/2015,10262
Härjedalen,2361,Jämtlands län,North,1/1/2016,10200
Härjedalen,2361,Jämtlands län,North,1/1/2017,10154
Härjedalen,2361,Jämtlands län,North,1/1/2018,10147
Härjedalen,2361,Jämtlands län,North,1/1/2019,10090
Härjedalen,2361,Jämtlands län,North,1/1/2020,10070
Härjedalen,2361,Jämtlands län,North,1/1/2021,10114
Östersund,2380,Jämtlands län,North,1/1/2013,59956
Östersund,2380,Jämtlands län,North,1/1/2014,60495
Östersund,2380,Jämtlands län,North,1/1/2015,61066
Östersund,2380,Jämtlands län,North,1/1/2016,61745
Östersund,2380,Jämtlands län,North,1/1/2017,62601
Östersund,2380,Jämtlands län,North,1/1/2018,63227
Östersund,2380,Jämtlands län,North,1/1/2019,63779
Östersund,2380,Jämtlands län,North,1/1/2020,63985
Östersund,2380,Jämtlands län,North,1/1/2021,64324
Nordmaling,2401,Västerbottens län,North,1/1/2013,7006
Nordmaling,2401,Västerbottens län,North,1/1/2014,7085
Nordmaling,2401,Västerbottens län,North,1/1/2015,7060
Nordmaling,2401,Västerbottens län,North,1/1/2016,7132
Nordmaling,2401,Västerbottens län,North,1/1/2017,7103
Nordmaling,2401,Västerbottens län,North,1/1/2018,7118
Nordmaling,2401,Västerbottens län,North,1/1/2019,7143
Nordmaling,2401,Västerbottens län,North,1/1/2020,7108
Nordmaling,2401,Västerbottens län,North,1/1/2021,7100
Bjurholm,2403,Västerbottens län,North,1/1/2013,2436
Bjurholm,2403,Västerbottens län,North,1/1/2014,2451
Bjurholm,2403,Västerbottens län,North,1/1/2015,2453
Bjurholm,2403,Västerbottens län,North,1/1/2016,2454
Bjurholm,2403,Västerbottens län,North,1/1/2017,2451
Bjurholm,2403,Västerbottens län,North,1/1/2018,2450
Bjurholm,2403,Västerbottens län,North,1/1/2019,2408
Bjurholm,2403,Västerbottens län,North,1/1/2020,2387
Bjurholm,2403,Västerbottens län,North,1/1/2021,2395
Vindeln,2404,Västerbottens län,North,1/1/2013,5344
Vindeln,2404,Västerbottens län,North,1/1/2014,5383
Vindeln,2404,Västerbottens län,North,1/1/2015,5371
Vindeln,2404,Västerbottens län,North,1/1/2016,5413
Vindeln,2404,Västerbottens län,North,1/1/2017,5412
Vindeln,2404,Västerbottens län,North,1/1/2018,5436
Vindeln,2404,Västerbottens län,North,1/1/2019,5423
Vindeln,2404,Västerbottens län,North,1/1/2020,5485
Vindeln,2404,Västerbottens län,North,1/1/2021,5550
Robertsfors,2409,Västerbottens län,North,1/1/2013,6738
Robertsfors,2409,Västerbottens län,North,1/1/2014,6724
Robertsfors,2409,Västerbottens län,North,1/1/2015,6771
Robertsfors,2409,Västerbottens län,North,1/1/2016,6784
Robertsfors,2409,Västerbottens län,North,1/1/2017,6784
Robertsfors,2409,Västerbottens län,North,1/1/2018,6762
Robertsfors,2409,Västerbottens län,North,1/1/2019,6747
Robertsfors,2409,Västerbottens län,North,1/1/2020,6748
Robertsfors,2409,Västerbottens län,North,1/1/2021,6786
Norsjö,2417,Västerbottens län,North,1/1/2013,4175
Norsjö,2417,Västerbottens län,North,1/1/2014,4180
Norsjö,2417,Västerbottens län,North,1/1/2015,4176
Norsjö,2417,Västerbottens län,North,1/1/2016,4125
Norsjö,2417,Västerbottens län,North,1/1/2017,4086
Norsjö,2417,Västerbottens län,North,1/1/2018,4094
Norsjö,2417,Västerbottens län,North,1/1/2019,3986
Norsjö,2417,Västerbottens län,North,1/1/2020,3945
Norsjö,2417,Västerbottens län,North,1/1/2021,3971
Malå,2418,Västerbottens län,North,1/1/2013,3155
Malå,2418,Västerbottens län,North,1/1/2014,3115
Malå,2418,Västerbottens län,North,1/1/2015,3109
Malå,2418,Västerbottens län,North,1/1/2016,3100
Malå,2418,Västerbottens län,North,1/1/2017,3133
Malå,2418,Västerbottens län,North,1/1/2018,3122
Malå,2418,Västerbottens län,North,1/1/2019,3068
Malå,2418,Västerbottens län,North,1/1/2020,3024
Malå,2418,Västerbottens län,North,1/1/2021,3034
Storuman,2421,Västerbottens län,North,1/1/2013,5954
Storuman,2421,Västerbottens län,North,1/1/2014,5955
Storuman,2421,Västerbottens län,North,1/1/2015,5943
Storuman,2421,Västerbottens län,North,1/1/2016,5899
Storuman,2421,Västerbottens län,North,1/1/2017,5902
Storuman,2421,Västerbottens län,North,1/1/2018,5912
Storuman,2421,Västerbottens län,North,1/1/2019,5852
Storuman,2421,Västerbottens län,North,1/1/2020,5826
Storuman,2421,Västerbottens län,North,1/1/2021,5808
Sorsele,2422,Västerbottens län,North,1/1/2013,2595
Sorsele,2422,Västerbottens län,North,1/1/2014,2565
Sorsele,2422,Västerbottens län,North,1/1/2015,2516
Sorsele,2422,Västerbottens län,North,1/1/2016,2535
Sorsele,2422,Västerbottens län,North,1/1/2017,2516
Sorsele,2422,Västerbottens län,North,1/1/2018,2522
Sorsele,2422,Västerbottens län,North,1/1/2019,2489
Sorsele,2422,Västerbottens län,North,1/1/2020,2442
Sorsele,2422,Västerbottens län,North,1/1/2021,2460
Dorotea,2425,Västerbottens län,North,1/1/2013,2757
Dorotea,2425,Västerbottens län,North,1/1/2014,2757
Dorotea,2425,Västerbottens län,North,1/1/2015,2740
Dorotea,2425,Västerbottens län,North,1/1/2016,2719
Dorotea,2425,Västerbottens län,North,1/1/2017,2646
Dorotea,2425,Västerbottens län,North,1/1/2018,2568
Dorotea,2425,Västerbottens län,North,1/1/2019,2551
Dorotea,2425,Västerbottens län,North,1/1/2020,2498
Dorotea,2425,Västerbottens län,North,1/1/2021,2459
Vännäs,2460,Västerbottens län,North,1/1/2013,8583
Vännäs,2460,Västerbottens län,North,1/1/2014,8616
Vännäs,2460,Västerbottens län,North,1/1/2015,8593
Vännäs,2460,Västerbottens län,North,1/1/2016,8695
Vännäs,2460,Västerbottens län,North,1/1/2017,8776
Vännäs,2460,Västerbottens län,North,1/1/2018,8785
Vännäs,2460,Västerbottens län,North,1/1/2019,8872
Vännäs,2460,Västerbottens län,North,1/1/2020,8997
Vännäs,2460,Västerbottens län,North,1/1/2021,9054
Vilhelmina,2462,Västerbottens län,North,1/1/2013,6887
Vilhelmina,2462,Västerbottens län,North,1/1/2014,6848
Vilhelmina,2462,Västerbottens län,North,1/1/2015,6829
Vilhelmina,2462,Västerbottens län,North,1/1/2016,6805
Vilhelmina,2462,Västerbottens län,North,1/1/2017,6787
Vilhelmina,2462,Västerbottens län,North,1/1/2018,6752
Vilhelmina,2462,Västerbottens län,North,1/1/2019,6668
Vilhelmina,2462,Västerbottens län,North,1/1/2020,6539
Vilhelmina,2462,Västerbottens län,North,1/1/2021,6485
Åsele,2463,Västerbottens län,North,1/1/2013,2875
Åsele,2463,Västerbottens län,North,1/1/2014,2838
Åsele,2463,Västerbottens län,North,1/1/2015,2832
Åsele,2463,Västerbottens län,North,1/1/2016,2875
Åsele,2463,Västerbottens län,North,1/1/2017,2809
Åsele,2463,Västerbottens län,North,1/1/2018,2819
Åsele,2463,Västerbottens län,North,1/1/2019,2794
Åsele,2463,Västerbottens län,North,1/1/2020,2805
Åsele,2463,Västerbottens län,North,1/1/2021,2807
Umeå,2480,Västerbottens län,North,1/1/2013,118349
Umeå,2480,Västerbottens län,North,1/1/2014,119613
Umeå,2480,Västerbottens län,North,1/1/2015,120777
Umeå,2480,Västerbottens län,North,1/1/2016,122892
Umeå,2480,Västerbottens län,North,1/1/2017,125080
Umeå,2480,Västerbottens län,North,1/1/2018,127119
Umeå,2480,Västerbottens län,North,1/1/2019,128901
Umeå,2480,Västerbottens län,North,1/1/2020,130224
Umeå,2480,Västerbottens län,North,1/1/2021,130997
Lycksele,2481,Västerbottens län,North,1/1/2013,12270
Lycksele,2481,Västerbottens län,North,1/1/2014,12208
Lycksele,2481,Västerbottens län,North,1/1/2015,12177
Lycksele,2481,Västerbottens län,North,1/1/2016,12187
Lycksele,2481,Västerbottens län,North,1/1/2017,12257
Lycksele,2481,Västerbottens län,North,1/1/2018,12228
Lycksele,2481,Västerbottens län,North,1/1/2019,12245
Lycksele,2481,Västerbottens län,North,1/1/2020,12324
Lycksele,2481,Västerbottens län,North,1/1/2021,12264
Skellefteå,2482,Västerbottens län,North,1/1/2013,71988
Skellefteå,2482,Västerbottens län,North,1/1/2014,72024
Skellefteå,2482,Västerbottens län,North,1/1/2015,72031
Skellefteå,2482,Västerbottens län,North,1/1/2016,72266
Skellefteå,2482,Västerbottens län,North,1/1/2017,72723
Skellefteå,2482,Västerbottens län,North,1/1/2018,72467
Skellefteå,2482,Västerbottens län,North,1/1/2019,72589
Skellefteå,2482,Västerbottens län,North,1/1/2020,72840
Skellefteå,2482,Västerbottens län,North,1/1/2021,73393
Arvidsjaur,2505,Norrbottens län,North,1/1/2013,6471
Arvidsjaur,2505,Norrbottens län,North,1/1/2014,6484
Arvidsjaur,2505,Norrbottens län,North,1/1/2015,6471
Arvidsjaur,2505,Norrbottens län,North,1/1/2016,6442
Arvidsjaur,2505,Norrbottens län,North,1/1/2017,6440
Arvidsjaur,2505,Norrbottens län,North,1/1/2018,6334
Arvidsjaur,2505,Norrbottens län,North,1/1/2019,6220
Arvidsjaur,2505,Norrbottens län,North,1/1/2020,6145
Arvidsjaur,2505,Norrbottens län,North,1/1/2021,6143
Arjeplog,2506,Norrbottens län,North,1/1/2013,2980
Arjeplog,2506,Norrbottens län,North,1/1/2014,2907
Arjeplog,2506,Norrbottens län,North,1/1/2015,2887
Arjeplog,2506,Norrbottens län,North,1/1/2016,2876
Arjeplog,2506,Norrbottens län,North,1/1/2017,2821
Arjeplog,2506,Norrbottens län,North,1/1/2018,2794
Arjeplog,2506,Norrbottens län,North,1/1/2019,2785
Arjeplog,2506,Norrbottens län,North,1/1/2020,2718
Arjeplog,2506,Norrbottens län,North,1/1/2021,2707
Jokkmokk,2510,Norrbottens län,North,1/1/2013,5066
Jokkmokk,2510,Norrbottens län,North,1/1/2014,5086
Jokkmokk,2510,Norrbottens län,North,1/1/2015,5072
Jokkmokk,2510,Norrbottens län,North,1/1/2016,5105
Jokkmokk,2510,Norrbottens län,North,1/1/2017,5081
Jokkmokk,2510,Norrbottens län,North,1/1/2018,5001
Jokkmokk,2510,Norrbottens län,North,1/1/2019,4923
Jokkmokk,2510,Norrbottens län,North,1/1/2020,4851
Jokkmokk,2510,Norrbottens län,North,1/1/2021,4780
Överkalix,2513,Norrbottens län,North,1/1/2013,3436
Överkalix,2513,Norrbottens län,North,1/1/2014,3409
Överkalix,2513,Norrbottens län,North,1/1/2015,3395
Överkalix,2513,Norrbottens län,North,1/1/2016,3378
Överkalix,2513,Norrbottens län,North,1/1/2017,3367
Överkalix,2513,Norrbottens län,North,1/1/2018,3302
Överkalix,2513,Norrbottens län,North,1/1/2019,3315
Överkalix,2513,Norrbottens län,North,1/1/2020,3289
Överkalix,2513,Norrbottens län,North,1/1/2021,3252
Kalix,2514,Norrbottens län,North,1/1/2013,16387
Kalix,2514,Norrbottens län,North,1/1/2014,16307
Kalix,2514,Norrbottens län,North,1/1/2015,16248
Kalix,2514,Norrbottens län,North,1/1/2016,16223
Kalix,2514,Norrbottens län,North,1/1/2017,16169
Kalix,2514,Norrbottens län,North,1/1/2018,16058
Kalix,2514,Norrbottens län,North,1/1/2019,15886
Kalix,2514,Norrbottens län,North,1/1/2020,15812
Kalix,2514,Norrbottens län,North,1/1/2021,15768
Övertorneå,2518,Norrbottens län,North,1/1/2013,4709
Övertorneå,2518,Norrbottens län,North,1/1/2014,4711
Övertorneå,2518,Norrbottens län,North,1/1/2015,4603
Övertorneå,2518,Norrbottens län,North,1/1/2016,4534
Övertorneå,2518,Norrbottens län,North,1/1/2017,4461
Övertorneå,2518,Norrbottens län,North,1/1/2018,4410
Övertorneå,2518,Norrbottens län,North,1/1/2019,4299
Övertorneå,2518,Norrbottens län,North,1/1/2020,4217
Övertorneå,2518,Norrbottens län,North,1/1/2021,4211
Pajala,2521,Norrbottens län,North,1/1/2013,6299
Pajala,2521,Norrbottens län,North,1/1/2014,6303
Pajala,2521,Norrbottens län,North,1/1/2015,6193
Pajala,2521,Norrbottens län,North,1/1/2016,6116
Pajala,2521,Norrbottens län,North,1/1/2017,6101
Pajala,2521,Norrbottens län,North,1/1/2018,6039
Pajala,2521,Norrbottens län,North,1/1/2019,6052
Pajala,2521,Norrbottens län,North,1/1/2020,5966
Pajala,2521,Norrbottens län,North,1/1/2021,5973
Gällivare,2523,Norrbottens län,North,1/1/2013,18339
Gällivare,2523,Norrbottens län,North,1/1/2014,18231
Gällivare,2523,Norrbottens län,North,1/1/2015,18123
Gällivare,2523,Norrbottens län,North,1/1/2016,17956
Gällivare,2523,Norrbottens län,North,1/1/2017,17825
Gällivare,2523,Norrbottens län,North,1/1/2018,17630
Gällivare,2523,Norrbottens län,North,1/1/2019,17529
Gällivare,2523,Norrbottens län,North,1/1/2020,17462
Gällivare,2523,Norrbottens län,North,1/1/2021,17449
Älvsbyn,2560,Norrbottens län,North,1/1/2013,8168
Älvsbyn,2560,Norrbottens län,North,1/1/2014,8171
Älvsbyn,2560,Norrbottens län,North,1/1/2015,8183
Älvsbyn,2560,Norrbottens län,North,1/1/2016,8193
Älvsbyn,2560,Norrbottens län,North,1/1/2017,8274
Älvsbyn,2560,Norrbottens län,North,1/1/2018,8140
Älvsbyn,2560,Norrbottens län,North,1/1/2019,8066
Älvsbyn,2560,Norrbottens län,North,1/1/2020,8054
Älvsbyn,2560,Norrbottens län,North,1/1/2021,8009
Luleå,2580,Norrbottens län,North,1/1/2013,75383
Luleå,2580,Norrbottens län,North,1/1/2014,75966
Luleå,2580,Norrbottens län,North,1/1/2015,76088
Luleå,2580,Norrbottens län,North,1/1/2016,76770
Luleå,2580,Norrbottens län,North,1/1/2017,77470
Luleå,2580,Norrbottens län,North,1/1/2018,77832
Luleå,2580,Norrbottens län,North,1/1/2019,78105
Luleå,2580,Norrbottens län,North,1/1/2020,78549
Luleå,2580,Norrbottens län,North,1/1/2021,78867
Piteå,2581,Norrbottens län,North,1/1/2013,41278
Piteå,2581,Norrbottens län,North,1/1/2014,41508
Piteå,2581,Norrbottens län,North,1/1/2015,41548
Piteå,2581,Norrbottens län,North,1/1/2016,41904
Piteå,2581,Norrbottens län,North,1/1/2017,42184
Piteå,2581,Norrbottens län,North,1/1/2018,42116
Piteå,2581,Norrbottens län,North,1/1/2019,42281
Piteå,2581,Norrbottens län,North,1/1/2020,42226
Piteå,2581,Norrbottens län,North,1/1/2021,42323
Boden,2582,Norrbottens län,North,1/1/2013,27838
Boden,2582,Norrbottens län,North,1/1/2014,27887
Boden,2582,Norrbottens län,North,1/1/2015,27913
Boden,2582,Norrbottens län,North,1/1/2016,28042
Boden,2582,Norrbottens län,North,1/1/2017,28181
Boden,2582,Norrbottens län,North,1/1/2018,28064
Boden,2582,Norrbottens län,North,1/1/2019,28080
Boden,2582,Norrbottens län,North,1/1/2020,28060
Boden,2582,Norrbottens län,North,1/1/2021,28160
Haparanda,2583,Norrbottens län,North,1/1/2013,9886
Haparanda,2583,Norrbottens län,North,1/1/2014,9776
Haparanda,2583,Norrbottens län,North,1/1/2015,9831
Haparanda,2583,Norrbottens län,North,1/1/2016,9864
Haparanda,2583,Norrbottens län,North,1/1/2017,9805
Haparanda,2583,Norrbottens län,North,1/1/2018,9785
Haparanda,2583,Norrbottens län,North,1/1/2019,9685
Haparanda,2583,Norrbottens län,North,1/1/2020,9601
Haparanda,2583,Norrbottens län,North,1/1/2021,9496
Kiruna,2584,Norrbottens län,North,1/1/2013,23196
Kiruna,2584,Norrbottens län,North,1/1/2014,23241
Kiruna,2584,Norrbottens län,North,1/1/2015,23178
Kiruna,2584,Norrbottens län,North,1/1/2016,23167
Kiruna,2584,Norrbottens län,North,1/1/2017,23116
Kiruna,2584,Norrbottens län,North,1/1/2018,22992
Kiruna,2584,Norrbottens län,North,1/1/2019,22867
Kiruna,2584,Norrbottens län,North,1/1/2020,22664
Kiruna,2584,Norrbottens län,North,1/1/2021,22555
